name,Ernst & Young,Arthur Andersen,MSI,IGAF,AGN,BDO,Grant Thornton,Horwath,KPMG,Summit & Baker,RSM,Moores Rowland,HLB,Moore Stephens,Nexia,PKF,Fiducial,PWC,Impiric,TMP,Hakuhodo,Draft Worldwide,Densu Y & R,D'Arcy,FCB,Saatchi & Saatchi,O&M,BBDO,McCann Erickson,J Walter Thompson,Euro RSCG,CMG,Asatsu DK,West LB,Dresdner,Commerzbank,Deutsche,Chase,BNP Paribas,ABN Amro,CSFB,Rabobank,UBS,ING,Barclays,Fuji,BHV,BLG,Sakura,Sumitomo,Sanwa,JP Morgan,BTM,DKB,HSBC,Citibank,Allianz,Skandia,Chubb,Prudential,Reliance,Winterthur,Fortis,CGNU,Liberty,Royal & Sun,Lloyds,Latham & Watkins,Morgan Lewis,Baker & McKenzie,Clifford Chance,Jones Day,FBD,Allen & Overy,Dorsey & Whitney,Linklaters,White & Case,Cameron McKenna,Morrison & Foerster,Lovells,Skadden,Sidley & Austin,Coudert,Towers Perrin,Logica,Watson Wyatt,Sema,CSC,Hewitt,IBM,Mercer,Boston,Deloitte,BoozeA&M,A.T. Kearney,McKinsey,Bain,Compass,Andersen Consulting,Gemini
CHENNAI,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2,2,0,0,0,3,0,2,0,2,2,2,3,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICAGO,2,5,2,2,2,2,5,2,3,2,3,2,4,0,2,2,4,2,3,3,0,5,0,2,3,0,2,2,2,3,2,2,0,2,2,3,3,2,2,2,2,2,3,2,3,3,0,0,4,3,2,4,3,4,2,3,0,0,4,3,2,3,2,3,3,2,3,3,0,5,0,4,0,0,0,0,0,0,0,2,3,5,0,3,0,2,0,0,5,0,2,2,0,2,5,4,3,2,5,0
CHRISTCHURCH,2,0,0,2,1,0,0,2,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CINCINNATTI,2,2,0,2,0,0,1,0,3,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
CIUDAD JUAREZ,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEVELAND,2,2,0,0,0,0,1,0,3,2,0,4,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,2,2,0,0,2,0
COLOGNE,0,2,0,0,3,0,0,0,3,0,0,3,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,3,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,2
COLOMBO,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
COLUMBUS,2,2,0,2,2,0,0,0,3,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CONAKRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPENHAGEN,2,2,2,3,3,2,2,2,3,0,2,2,3,4,2,3,2,2,2,0,0,0,3,2,2,2,3,3,4,2,2,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,2,2,2,0,0,2,2
CURITIBA,2,2,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAKAR,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
DALIAN,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,3,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALLAS,0,2,0,0,0,0,2,2,3,0,3,2,0,2,0,0,0,2,0,3,0,0,0,0,2,0,2,0,2,2,0,2,0,0,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,3,2,0,2,3,0,0,4,0,2,3,2,3,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,2,0,2,2,0,2,2,2,3,0,2,0
DAMASCUS,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DAR ES SALAAM,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
DENVER,2,2,0,0,0,0,1,3,3,0,0,3,3,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,3,0,0,2,2,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0
DETROIT,2,2,0,0,2,0,1,0,3,0,0,4,0,2,0,0,0,2,3,0,0,0,0,2,3,0,2,2,0,4,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0
DHAKA,0,0,0,3,3,0,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOHA,2,0,0,0,0,1,2,2,2,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
DORTMUND,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUALA,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
DRESDEN,0,2,0,2,0,0,0,0,2,0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUBAI,2,2,2,2,2,3,2,3,3,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,1,2,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0
DUBLIN,2,2,0,2,2,2,2,2,2,0,3,0,2,2,2,2,3,2,0,2,0,0,2,2,0,0,2,2,2,2,0,0,0,2,2,3,2,4,2,3,0,2,2,0,2,0,2,0,0,3,0,0,0,0,3,2,2,2,2,2,0,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,2,0,0,2,0,0,2,0
DURBAN,2,2,0,0,0,0,0,0,2,0,2,2,3,2,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSSELDORF,0,2,0,0,3,0,0,0,2,0,3,3,3,2,2,0,2,3,0,2,2,0,0,2,0,0,2,4,0,0,0,0,0,5,2,3,3,0,0,2,0,0,0,0,2,2,2,2,3,3,2,0,3,3,3,2,0,0,2,0,0,3,0,2,0,0,0,0,0,2,3,0,3,0,0,0,2,2,0,3,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,0,0,2,0
EDINBURGH,2,2,0,0,0,0,0,0,2,0,0,1,2,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDMONTON,2,0,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSEN,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKFURT,0,2,0,2,4,2,0,0,3,0,3,3,2,0,0,3,3,4,3,3,2,2,3,3,3,2,2,0,3,4,0,0,2,2,5,5,5,4,2,3,2,2,3,3,4,0,3,2,0,0,0,3,3,2,2,2,2,0,2,2,0,3,3,0,0,0,2,0,2,3,4,2,4,3,0,3,3,2,0,4,2,0,4,3,2,2,0,0,0,0,2,2,0,2,2,4,0,2,2,0
FREETOWN,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GABORONE,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
GENEVA,2,2,0,0,1,0,2,3,2,0,2,2,3,2,0,2,2,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,2,3,2,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
GENOA,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEORGETOWN,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLASGOW,2,2,0,0,0,0,0,2,2,0,0,1,3,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GOTHENBURG,0,2,0,0,2,0,0,2,2,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,2
GRENOBLE,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GUADALAJARA,2,2,2,0,0,0,0,2,3,0,2,2,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUANGZHOU,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,3,0,2,2,2,0,2,2,2,0,3,0,2,0,2,0,2,2,0,0,0,2,0,2,0,0,2,3,2,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA CITY,0,2,0,0,2,2,2,0,2,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUAYAQUIL,0,2,0,0,2,0,2,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAMBURG,0,2,0,0,4,0,2,2,3,0,3,2,3,2,0,3,3,2,2,2,2,2,0,2,2,0,0,3,2,2,2,0,0,2,3,2,3,0,0,2,0,2,0,2,2,0,4,2,0,0,0,0,2,0,2,3,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,2,0
HAMILTON,2,2,2,0,2,0,2,2,2,0,0,2,2,3,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HANNOVER,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HANOI,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,0,0,2,0,0,2,2,0,0,2,0,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HARARE,3,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0
HARTFORD,2,2,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
HAVANA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELSINKI,2,2,2,0,0,2,2,2,2,0,0,2,2,2,0,2,2,3,2,0,0,0,2,2,2,2,2,2,3,2,2,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2
HO CHI MINH CITY,2,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,2,2,2,0,2,2,0,0,3,0,2,0,2,0,2,0,0,2,0,2,2,0,0,0,0,3,2,0,2,2,2,0,2,0,0,2,0,1,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
HOBART,0,0,0,0,1,0,0,2,2,0,3,2,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONG KONG,0,2,0,3,2,4,4,4,4,0,2,2,3,2,2,2,2,2,2,2,2,3,4,2,4,4,2,4,2,3,2,0,3,4,4,3,4,4,2,3,2,2,3,4,4,3,2,2,3,3,4,3,4,4,3,3,3,2,2,3,4,4,4,3,2,2,2,2,0,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,3,0,2,3,3,2,2,2,2,2,2,0,2,0
HONOLULU,2,2,0,0,0,0,1,3,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSTON,0,2,0,0,3,0,1,2,3,2,3,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,2,2,2,2,2,0,2,0,0,4,0,0,0,2,2,2,2,0,2,2,0,0,2,0,2,1,0,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,3,0,0,0,0,0,2,0,2,0,0,2,0
HYDERABAD,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIANAPOLIS,2,2,0,0,2,0,0,0,3,0,4,4,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ISLAMABAD,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ISTANBUL,0,3,2,0,2,3,2,2,3,0,2,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,3,3,2,0,0,0,2,3,2,2,2,4,2,2,2,0,2,3,0,0,0,2,2,0,2,2,0,4,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,2,0,0,2,0
JAIPUR,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKARTA,0,2,0,0,2,2,3,2,3,2,2,2,3,2,2,2,0,2,0,2,0,0,3,2,2,0,2,2,2,2,2,0,2,2,2,2,2,3,4,3,2,3,0,3,2,2,0,2,2,3,4,2,3,4,2,3,2,0,0,2,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,3,0,2,2,2,2,2,0,0,2,0
